1.42,1.47,1.73,2.03,2.41,2.92,3.47,4,4.21,4.34,4.91,4.41,4.42
1.38,1.4,1.43,1.58,1.94,2.35,2.97,3.52,4.08,4.36,4.45,4.5,4.49
1.31,1.28,1.25,1.26,1.69,2.29,3.07,3.82,4.9,4.64,4.61,4.57,4.57
1.21,1.18,1.01,0.66,0.98,2.08,3.17,4.55,5.11,5,4.77,4.69,4.62
1.22,1.13,0.95,0.54,0,1.98,3.2,4.75,6,5.09,4.79,4.65,4.61
1.25,1.19,1.12,1.05,1.28,2.11,3.15,4.03,4.73,4.79,4.64,4.57,4.55
1.33,1.3,1.33,1.48,1.76,2.35,3.1,3.76,4.21,4.4,4.45,4.47,4.44
1.4,1.42,1.53,1.71,2,2.49,3.02,3.55,3.96,4.2,4.31,4.37,4.39
1.45,1.49,1.62,1.82,2.1,2.57,3.04,3.49,3.83,4.1,4.23,4.32,4.33
